ltable_url,ltable_problem_code,rtable_url,rtable_problem_code
http://www.spoj.com/problems/SPCM,,https://www.codechef.com/problems/CR02,
http://www.spoj.com/problems/CDC12_C,,https://www.codechef.com/problems/CNTDSETS,
http://www.spoj.com/problems/GRAVEYRD,,https://www.codechef.com/problems/IOPC1105,
http://www.spoj.com/problems/SAMER08E,,https://www.codechef.com/problems/CROCDILE,
http://www.spoj.com/problems/CEBITO,,https://www.codechef.com/problems/H5,
http://www.spoj.com/problems/SBW,,https://www.codechef.com/problems/GRETHIEF,
http://www.spoj.com/problems/GUESS002,,https://www.codechef.com/problems/FIN02,
http://www.spoj.com/problems/ORTL1P02,,https://www.codechef.com/problems/IITK1P02,
http://www.spoj.com/problems/UOFTBF,,https://www.codechef.com/problems/HAUNTED,
http://www.spoj.com/problems/MOBILE2,,https://www.codechef.com/problems/CAKES,
http://www.spoj.com/problems/AMR12K,,https://www.codechef.com/problems/CUCUMBER,
http://www.spoj.com/problems/BUNDLE,,https://www.codechef.com/problems/EGYPT,
http://www.spoj.com/problems/HOTLINE,,https://www.codechef.com/problems/SIDSTR,
http://www.spoj.com/problems/INS16G,,https://www.codechef.com/problems/STRANGE,
http://www.spoj.com/problems/VBWORK,,https://www.codechef.com/problems/HAUNTED,
http://www.spoj.com/problems/NHAY,,https://www.codechef.com/problems/DQPERMS,
http://www.spoj.com/problems/CAMELOT,,https://www.codechef.com/problems/CIELHACK,
http://www.spoj.com/problems/ONEZERO,,https://www.codechef.com/problems/LOC02,
http://www.spoj.com/problems/SPLIT,,https://www.codechef.com/problems/AX03,
http://www.spoj.com/problems/SWERC14A,,https://www.codechef.com/problems/KOL1501,
http://www.spoj.com/problems/MOVEBOOK,,https://www.codechef.com/problems/CHEFHACK,
http://www.spoj.com/problems/UOFTBE,,https://www.codechef.com/problems/NDUNGEON,
http://www.spoj.com/problems/BMASTER,,https://www.codechef.com/problems/H5,
http://www.spoj.com/problems/NE06D,,https://www.codechef.com/problems/LFSTACK,
http://www.spoj.com/problems/DERAIL,,https://www.codechef.com/problems/WORDNINJ,
http://www.spoj.com/problems/CHARCHOC,,https://www.codechef.com/problems/LFSTACK,
http://www.spoj.com/problems/HEISLAZY,,https://www.codechef.com/problems/CHEFBGNM,
http://www.spoj.com/problems/GCPC11E,,https://www.codechef.com/problems/CPP,
http://www.spoj.com/problems/CDC12_C,,https://www.codechef.com/problems/PTOSS,
http://www.spoj.com/problems/OPC1708C,,https://www.codechef.com/problems/APPUZZLE,
http://www.spoj.com/problems/STUN,,https://www.codechef.com/problems/P9,
http://www.spoj.com/problems/WALL,,https://www.codechef.com/problems/DQPERMS,
http://www.spoj.com/problems/IOPC1207,,https://www.codechef.com/problems/CHPUZZLE,
http://www.spoj.com/problems/CTQUINE,,https://www.codechef.com/problems/JACKPOT,
http://www.spoj.com/problems/SAMER08J,,https://www.codechef.com/problems/CUSTPRIM,
http://www.spoj.com/problems/GRAPHGAM,,https://www.codechef.com/problems/ANDOOR,
http://www.spoj.com/problems/HELP,,https://www.codechef.com/problems/ZENCALC,
http://www.spoj.com/problems/NYAB,,https://www.codechef.com/problems/IGNITE,
