UserId,0,1
128,Adrian Satja Kurdija,http://www.spoj.com/users/askurdija
129,Neal Wu,http://www.spoj.com/users/neal_wu
414,Phm Quang Chin PROPTIT_D12CN2,http://www.spoj.com/users/chienptit_94
415,sobriquet,http://www.spoj.com/users/rg12400en009
416,Minh^^,http://www.spoj.com/users/primeminister
417,ng Minh Tin,http://www.spoj.com/users/miticc06
410,killerz,http://www.spoj.com/users/sakada1
411,Tooru Ichii,http://www.spoj.com/users/sk_001
412,Daniel Gmez Didier,http://www.spoj.com/users/dilaang
413,nha.duong,http://www.spoj.com/users/duonghanguyen
498,pika_pika,http://www.spoj.com/users/prateeknischal
418,Vedran Kurdija,http://www.spoj.com/users/kvedran
419,.::Manish Kumar::.,http://www.spoj.com/users/naive_coder
499,Evan,http://www.spoj.com/users/evan_hossain
319,Amlesh Jayakumar,http://www.spoj.com/users/amlesh_jk92
318,Simn Santiago Soriano Prez,http://www.spoj.com/users/simon0191
313,Infinity,http://www.spoj.com/users/aswinkumargopi
312,gustav,http://www.spoj.com/users/syntax_error
311,Iqram Mahmud,http://www.spoj.com/users/smilitude
310,Edwin Guzman,http://www.spoj.com/users/emgbvudduu
317,[theMighty] Deathsurgeon,http://www.spoj.com/users/rupesh_maity
316,Md. Najim Ahmed,http://www.spoj.com/users/najim4689
315,Pripoae Toni,http://www.spoj.com/users/toni2007
314,Adam Dzedzej,http://www.spoj.com/users/kfas
496,jiazhipeng,http://www.spoj.com/users/oimaster
497,Sanket Singhal,http://www.spoj.com/users/sanket_singhal
3,Ahmed Salem [mrtempo],http://www.spoj.com/users/ahmad_visum
368,avinash,http://www.spoj.com/users/avinashse
369,Aman Gupta,http://www.spoj.com/users/aman_gupta_052
366,Ivan Katanic,http://www.spoj.com/users/ikatanic
367,BerSub,http://www.spoj.com/users/bsubercaseaux
364,Rishabh Baid,http://www.spoj.com/users/rbaid
365,Konrad Krystecki,http://www.spoj.com/users/konradus
362,Phm Quang V,http://www.spoj.com/users/conankudo
363,Ahmad Zaky,http://www.spoj.com/users/azaky
360,Radhakrishnan Venkataramani,http://www.spoj.com/users/cegradhakrish
361,`Ak,http://www.spoj.com/users/k_3
380,Nguyn Xun Khnh,http://www.spoj.com/users/khanhptnk
381,Syntax Terror,http://www.spoj.com/users/prassi
382,suhash,http://www.spoj.com/users/suh_ash2008
383,Rana Saha,http://www.spoj.com/users/ranasaha
384,sarfaraz,http://www.spoj.com/users/getalife
385,hemel,http://www.spoj.com/users/holud_himu
386,Manish Singh Bisht,http://www.spoj.com/users/manish05
387,VV,http://www.spoj.com/users/nims11
388,JaceTheMindSculptor,http://www.spoj.com/users/bleung91
389,Savan Popat,http://www.spoj.com/users/savan_popat
605,Manukranth,http://www.spoj.com/users/how2code
579,Abhishek Mishra,http://www.spoj.com/users/abh123
578,Aaquib Javed,http://www.spoj.com/users/coderfrmhell
604,MartnV,http://www.spoj.com/users/possum10
573,Abhilash I,http://www.spoj.com/users/abhilash_i
572,Sylwester Herber,http://www.spoj.com/users/slyher
571,Rahul Garg,http://www.spoj.com/users/rahulgarg123
570,Nghia Nguyen Hoang,http://www.spoj.com/users/nghia
577,kipoujr,http://www.spoj.com/users/kipoujr
576,Adam Bk,http://www.spoj.com/users/adam_bak
575,Stephen Merriman,http://www.spoj.com/users/triplem
574,hmp,http://www.spoj.com/users/hmp_ism
60,Hemant Verma,http://www.spoj.com/users/fameoflight
61,Min_25,http://www.spoj.com/users/min_25
258,Nikhil Garg,http://www.spoj.com/users/nikhil
259,Fidel Schaposnik,http://www.spoj.com/users/fidels
64,Damon Doucet,http://www.spoj.com/users/hehewaffles
65,david_8k,http://www.spoj.com/users/david_8k
66,Romal Thoppilan,http://www.spoj.com/users/romzee
67,Aswin Murugesh,http://www.spoj.com/users/aswin010594
252,Bertho Coder,http://www.spoj.com/users/bertho_coder
69,BYU Admin,http://www.spoj.com/users/byuadmin
250,Prasanna,http://www.spoj.com/users/myprasanna
251,smit hinsu,http://www.spoj.com/users/smithinsu
256,Pavel Kuznetsov,http://www.spoj.com/users/kingpin
257,Akid Sultan,http://www.spoj.com/users/twistakid
254,Alex Anderson,http://www.spoj.com/users/cricycle
255,Buda IM,http://www.spoj.com/users/budabudimir
603,aman jain,http://www.spoj.com/users/amanjain110893
602,ekayesorko,http://www.spoj.com/users/ekayesorko
508,Amr Mesbah,http://www.spoj.com/users/amoor
509,Neel,http://www.spoj.com/users/aishik_pyne
506,ou,http://www.spoj.com/users/vanhoa
507,Rishi Kumar,http://www.spoj.com/users/rishi_kumar
504,Ahmed Aly,http://www.spoj.com/users/ahmed_aly
505,Luis Arguello,http://www.spoj.com/users/el_primo
502,:-P,http://www.spoj.com/users/katka
503,Mousa AL-Akhras,http://www.spoj.com/users/mousa
500,Michael Suchacz,http://www.spoj.com/users/mikulus
501,Trn Hi ng,http://www.spoj.com/users/tranhaidangfpt
630,APC,http://www.spoj.com/users/anuj0503
631,kamalesh,http://www.spoj.com/users/kamalsam
632,Ruhan Habib,http://www.spoj.com/users/ruhanhabib39
633,zingoba,http://www.spoj.com/users/zingoba
469,Anant Kumar,http://www.spoj.com/users/anan109432
468,Marek Kotewicz,http://www.spoj.com/users/marqu92
636,Kaiel,http://www.spoj.com/users/aukcwe
637,Arjit Srivastava,http://www.spoj.com/users/oldschoolburke
465,Rudradev Basak,http://www.spoj.com/users/rudradevbasak
464,akaki,http://www.spoj.com/users/akaki96
467,Phyllipe Medeiros,http://www.spoj.com/users/phyllipe
466,Abhishek Tiwari,http://www.spoj.com/users/abhishek183
461,hossamyosef,http://www.spoj.com/users/hossamyosef
460,anuj,http://www.spoj.com/users/k_theulti
463,Walrus,http://www.spoj.com/users/utkarshl
462,Ben Dilts,http://www.spoj.com/users/beandog
168,Andres Galvis,http://www.spoj.com/users/andresgalvis
169,Abhra,http://www.spoj.com/users/abhra73
164,Prateek Agarwal,http://www.spoj.com/users/prrateekk
165,Vaibhav Gosain,http://www.spoj.com/users/gvaibhav21
166,Adhityaa,http://www.spoj.com/users/c_adhityaa
167,DVH,http://www.spoj.com/users/dvh312
160,L n Khu,http://www.spoj.com/users/beo_chay_so
161,Daniel Ampuero,http://www.spoj.com/users/danielmaxx
162,Christian Kauth,http://www.spoj.com/users/imuteb
163,acheron,http://www.spoj.com/users/acheron
600,Tadek Dul,http://www.spoj.com/users/tadrion
9,Mostafa mahmoud,http://www.spoj.com/users/thrax_999
357,Aayush Agarwal,http://www.spoj.com/users/aayushagarwal
356, (Wasi),http://www.spoj.com/users/wasi0013
355,leandro,http://www.spoj.com/users/leandro
354,Miorel-Lucian Palii,http://www.spoj.com/users/mlpalii
353,Tmbao,http://www.spoj.com/users/coder_1340
352,bristy,http://www.spoj.com/users/bristy
351,Oleg,http://www.spoj.com/users/defrager
350,octalc0de,http://www.spoj.com/users/octalc0de
359,mohamedwahba,http://www.spoj.com/users/wahba
358,Tarun Gehlaut,http://www.spoj.com/users/tarun550
216,bsrk,http://www.spoj.com/users/bsrkaditya
217,Kawmia Institutes,http://www.spoj.com/users/mohamed_maher
214,Apurv Singhal,http://www.spoj.com/users/apusing
215,ashish kumar,http://www.spoj.com/users/asvikr
212,.:: Pratik ::.,http://www.spoj.com/users/pt1989
213,pranjuldb,http://www.spoj.com/users/pranjuldb
210,amit karmakar,http://www.spoj.com/users/amitcodename13
